"id","order_no","one_id","transaction_time","store_ou_code","store_ou_name","order_type","amount","give_points","pay_points","is_hn","is_on_line","area_type"
99948274,"240331061901390035168083","2916916",2024-03-30 22:20:29,"5234D",黑龙江,销售订单,3589.63,54.00,0.00,海南岛外,线下,境内
99965170,LF1297647545111105252,"9412185",2024-03-31 04:57:16,"5234B",浙江,销售订单,1007.60,,0.00,海南岛外,线上,境内
100015090,LF1298229621560762522,"9412185",2024-03-31 14:35:27,"5234B",浙江,销售订单,915.60,,181.00,海南岛外,线上,境内
100017138,LF1298259874068647742,"9412185",2024-03-31 15:05:30,"5234B",浙江,销售订单,1583.04,,181.00,海南岛外,线上,境内
100111401,"240331073400200017300354","29964526",2024-03-30 23:35:39,"5234C",陕西,销售订单,240.07,4.00,0.00,海南岛外,线下,境内
100114217,LF1297424896858523002,"10184931",2024-03-31 01:16:00,"5234B",浙江,销售订单,541.50,,0.00,海南岛外,线上,境内
100115753,"240331094900950041785683","29964526",2024-03-31 01:50:59,"5234D",黑龙江,销售订单,328.70,5.00,0.00,海南岛外,线下,境内
100116009,"240331095100950041785684","29964526",2024-03-31 01:51:52,"5234D",黑龙江,销售订单,328.70,5.00,0.00,海南岛外,线下,境内
100116265,"240331095300960042441485","29964526",2024-03-31 01:55:53,"5234D",黑龙江,销售订单,759.91,11.00,0.00,海南岛外,线下,境内
100116521,"240331095401230030019863","29964526",2024-03-31 01:57:22,"5234D",黑龙江,销售订单,635.55,10.00,0.00,海南岛外,线下,境内
100116777,"240331095701230030019864","29964526",2024-03-31 01:58:10,"5234D",黑龙江,销售订单,1714.85,26.00,0.00,海南岛外,线下,境内
100117033,"240331095701390036114308","29964526",2024-03-31 01:58:19,"5234D",黑龙江,销售订单,617.50,9.00,0.00,海南岛外,线下,境内
100120361,"240331103501020061159717","29964526",2024-03-31 02:37:47,"5234D",黑龙江,销售订单,5010.59,75.00,0.00,海南岛外,线下,境内
100120617,"240331103701020061159718","29964526",2024-03-31 02:38:32,"5234D",黑龙江,销售订单,676.40,10.00,0.00,海南岛外,线下,境内
100121897,"240331105701020061159727","29964526",2024-03-31 03:00:16,"5234D",黑龙江,销售订单,4178.05,63.00,0.00,海南岛外,线下,境内
100122921,LF1297535660206411492,"29964526",2024-03-31 03:06:05,"5234B",浙江,销售订单,360.00,,332.00,海南岛外,线上,境内
100128041,"240331113801350022459263","29964526",2024-03-31 03:41:59,"5234D",黑龙江,销售订单,574.75,9.00,0.00,海南岛外,线下,境内
100129321,"240331115201350022120626","29964526",2024-03-31 03:53:39,"5234D",黑龙江,销售订单,244.15,4.00,0.00,海南岛外,线下,境内
100136233,"240331131301020097109447","29964526",2024-03-31 05:14:52,"5234D",黑龙江,销售订单,315.40,5.00,0.00,海南岛外,线下,境内
100137513,"701824033113383085304800","33154812",2024-03-31 05:39:01,"7018",四川,销售订单,446.25,10.00,0.00,海南岛内,线上,境内
100140841,"240331143601270030924180","29964526",2024-03-31 06:36:55,"5234D",黑龙江,销售订单,472.15,7.00,0.00,海南岛外,线下,境内
100141353,"240331145401390036439455","29964526",2024-03-31 06:55:30,"5234D",黑龙江,销售订单,157.70,2.00,0.00,海南岛外,线下,境内
100143913,"240331151101390011644617","29964526",2024-03-31 07:12:51,"5234D",黑龙江,销售订单,510.15,8.00,0.00,海南岛外,线下,境内
100149289,"240331160400950041500694","10584858",2024-03-31 08:06:29,"5234D",黑龙江,销售订单,9432.12,113.00,0.00,海南岛外,线下,境内
100151081,"240331161801270030924266","29964526",2024-03-31 08:19:07,"5234D",黑龙江,销售订单,419.90,6.00,0.00,海南岛外,线下,境内
100152873,"240331163101020097023849","29964526",2024-03-31 08:32:26,"5234D",黑龙江,销售订单,1334.75,20.00,0.00,海南岛外,线下,境内
100163017,"117118914385595574327","11894859",2024-03-31 13:24:18,"7017",北京,销售订单,399.00,,0.00,海南岛内,线上,境内
100178217,"240331225501240041142408","29964526",2024-03-31 14:56:40,"5234D",黑龙江,销售订单,581.40,9.00,0.00,海南岛外,线下,境内
100382185,"117118211580591292518","10293017",2024-03-30 17:53:24,"7017",北京,销售订单,5848.20,,0.00,海南岛内,线上,境内
100409833,"117118675731688619945","19452002",2024-03-31 06:46:45,"7017",北京,销售订单,577.50,,0.00,海南岛内,线上,境内
100422121,"240331171700950041785789","12246804",2024-03-31 09:19:03,"5234D",黑龙江,销售订单,627.84,6.00,0.00,海南岛外,线下,境内
100586067,"7045240331133149109","10919643",2024-03-31 05:32:43,"7016",山东,销售订单,12000.00,600.00,0.00,海南岛内,线下,境内
100655753,LF1297488387212660452,"10373933",2024-03-31 02:19:07,"5234B",浙江,销售订单,340.30,,0.00,海南岛外,线上,境内
100665225,LF1297662016466538302,"12088778",2024-03-31 05:11:53,"5234B",浙江,销售订单,2347.65,,0.00,海南岛外,线上,境内
101146633,LF1297550297153195462,"11121515",2024-03-31 03:20:40,"5234B",浙江,销售订单,548.10,,40.00,海南岛外,线上,境内
101364403,"240331065201390035780750","10425281",2024-03-30 22:53:12,"5234D",黑龙江,销售订单,166.08,2.00,0.00,海南岛外,线下,境内
102255059,LF1297856306358603492,"4354342",2024-03-31 08:24:39,"5234B",浙江,销售订单,869.60,,0.00,海南岛外,线上,境内
102565193,LF1297640253061861162,"16769817",2024-03-31 04:50:17,"5234B",浙江,销售订单,281.00,,0.00,海南岛外,线上,境内
102581833,"240331160000950041785765","10490797",2024-03-31 08:02:09,"5234D",黑龙江,销售订单,1654.08,17.00,0.00,海南岛外,线下,境内
102586953,LF1297913267020107562,"16769817",2024-03-31 09:21:39,"5234B",浙江,销售订单,275.20,,55.00,海南岛外,线上,境内
102601289,LF1298164939353050942,"16769817",2024-03-31 13:31:38,"5234B",浙江,销售订单,355.10,,0.00,海南岛外,线上,境内
102609225,LF1298231362867692922,"16769817",2024-03-31 14:37:38,"5234B",浙江,销售订单,1728.87,,0.00,海南岛外,线上,境内
102672041,LF1297436889380376292,"16774118",2024-03-31 01:28:18,"5234B",浙江,销售订单,2287.82,,0.00,海南岛外,线上,境内
102677161,LF1297535216113733062,"16774118",2024-03-31 03:05:48,"5234B",浙江,销售订单,6490.01,,0.00,海南岛外,线上,境内
102698153,"117118713459689781146","16774118",2024-03-31 07:54:49,"7017",北京,销售订单,301.00,,295.00,海南岛内,线上,境内
102702761,"240331164301260030270531","32243418",2024-03-31 08:44:56,"5234D",黑龙江,销售订单,764.75,0.00,759.00,海南岛外,线下,境内
102709673,"240331182801020061159852","32243418",2024-03-31 10:32:46,"5234D",黑龙江,销售订单,3486.73,0.00,3481.00,海南岛外,线下,境内
103086772,"240331132431030051962552","6782076",2024-03-31 05:29:05,"5234D",黑龙江,销售订单,170.05,3.00,0.00,海南岛外,线下,境内
103329448,LF1297363208880784762,"10253636",2024-03-31 00:14:50,"5234B",浙江,销售订单,261.60,,0.00,海南岛外,线上,境内
103415060,"240331110800990014990860","10778030",2024-03-31 03:10:03,"5234D",黑龙江,销售订单,202.56,2.00,0.00,海南岛外,线下,境内
103444244,"240331163501270030924291","10855195",2024-03-31 08:36:09,"5234D",黑龙江,销售订单,488.64,5.00,0.00,海南岛外,线下,境内
103444756,LF1297876919349497664,"10405075",2024-03-31 08:46:00,"3508",四川,销售订单,687.80,,0.00,海南岛外,线上,境内
103445012,LF1297876919349497662,"10405075",2024-03-31 08:46:00,"5234B",浙江,销售订单,283.10,,0.00,海南岛外,线上,境内
103582994,"240331075601390036439325","20935153",2024-03-30 23:57:02,"5234D",黑龙江,销售订单,524.40,8.00,0.00,海南岛外,线下,境内
103583762,"240331081401070016543754","20935153",2024-03-31 00:15:19,"5234D",黑龙江,销售订单,2264.90,34.00,0.00,海南岛外,线下,境内
103590162,LF1297521122077574522,"20935153",2024-03-31 02:51:58,"5234B",浙江,销售订单,189.00,,0.00,海南岛外,线上,境内
103591698,"240331112301070017171047","20935153",2024-03-31 03:25:19,"5234D",黑龙江,销售订单,718.20,11.00,0.00,海南岛外,线下,境内
103595538,"240331115701070017171071","20935153",2024-03-31 04:00:17,"5234D",黑龙江,销售订单,6181.86,93.00,0.00,海南岛外,线下,境内
103596562,LF1297617918560833322,"20935153",2024-03-31 04:28:18,"5234B",浙江,销售订单,510.10,,146.00,海南岛外,线上,境内
103604498,LF1297761906332880612,"20935153",2024-03-31 06:51:18,"5234B",浙江,销售订单,438.00,,0.00,海南岛外,线上,境内
103607826,"240331155301020097109530","20935153",2024-03-31 07:54:40,"5234D",黑龙江,销售订单,1070.94,16.00,0.00,海南岛外,线下,境内
103611922,"240331171001020097023863","20935153",2024-03-31 09:11:07,"5234D",黑龙江,销售订单,289.75,4.00,0.00,海南岛外,线下,境内
103612946,LF1297934122442088602,"20935153",2024-03-31 09:42:19,"5234B",浙江,销售订单,478.30,,47.00,海南岛外,线上,境内
103613458,"240331174701240034847777","20935153",2024-03-31 09:48:45,"5234D",黑龙江,销售订单,1050.70,16.00,0.00,海南岛外,线下,境内
103614738,"240331181101270030765388","20935153",2024-03-31 10:12:33,"5234D",黑龙江,销售订单,206.15,3.00,0.00,海南岛外,线下,境内
103616018,"240331183901070015963869","20935153",2024-03-31 10:40:23,"5234D",黑龙江,销售订单,1035.50,16.00,0.00,海南岛外,线下,境内
103623186,LF1298109131621748542,"20935153",2024-03-31 12:36:09,"5234B",浙江,销售订单,351.30,,37.00,海南岛外,线上,境内
103905811,"240331092601070016543784","4173051",2024-03-31 01:28:43,"5234D",黑龙江,销售订单,3918.51,59.00,0.00,海南岛外,线下,境内
103906579,"240331100501390036114314","4173051",2024-03-31 02:06:19,"5234D",黑龙江,销售订单,328.70,5.00,0.00,海南岛外,线下,境内
103913235,"240331110601390036439398","4173051",2024-03-31 03:09:49,"5234D",黑龙江,销售订单,3432.83,51.00,0.00,海南岛外,线下,境内
103914003,"240331110901390036439399","4173051",2024-03-31 03:17:21,"5234D",黑龙江,销售订单,6285.76,94.00,0.00,海南岛外,线下,境内
103994568,"392698985919","19489621",2024-03-31 04:27:38,"7069",辽宁,销售订单,308.00,,0.00,海南岛外,线上,境外
104019144,LF1298017661569256902,"12122800",2024-03-31 11:04:53,"5234B",浙江,销售订单,210.00,,0.00,海南岛外,线上,境内
104021448,"240331202300950041468604","10173853",2024-03-31 12:24:25,"5234D",黑龙江,销售订单,470.98,5.00,0.00,海南岛外,线下,境内
104025544,"701824033121474651859900","10467905",2024-03-31 13:49:12,"7018",四川,销售订单,5109.20,50.00,0.00,海南岛内,线上,境内
104026568,"701824033121590854512800","10467905",2024-03-31 14:02:29,"7018",四川,销售订单,6085.95,65.00,0.00,海南岛内,线上,境内
104027592,"701824033122120556794300","10467905",2024-03-31 14:13:07,"7018",四川,销售订单,1008.60,10.00,115.00,海南岛内,线上,境内
104058772,"5050240331134245045","11665070",2024-03-31 05:43:11,"6868",广东,销售订单,1890.00,19.00,0.00,海南岛内,线下,境内
104059028,"392708093592","19839170",2024-03-31 05:44:49,"7044",四川,销售订单,3628.00,,583.00,海南岛外,线上,境外
104061332,"5318240331140224360","11665070",2024-03-31 06:02:56,"6868",广东,销售订单,1519.20,15.00,19.00,海南岛内,线下,境内
104642312,"6409240331093750756","11550547",2024-03-31 01:38:28,"6132",湖南,销售订单,1050.00,10.00,0.00,海南岛内,线下,境内
104664584,"240331144400950041785740","10687509",2024-03-31 06:45:17,"5234D",黑龙江,销售订单,293.76,3.00,0.00,海南岛外,线下,境内
104672776,"240331171600160013352464","10191178",2024-03-31 09:18:30,"5234C",陕西,销售订单,317.48,3.00,0.00,海南岛外,线下,境内
104699912,LF1298304880460746182,"26440026",2024-03-31 15:50:09,"5234B",浙江,销售订单,410.00,,0.00,海南岛外,线上,境内
105027315,LF1297533892726624042,"20507320",2024-03-31 03:04:18,"5234B",浙江,销售订单,2327.50,,0.00,海南岛外,线上,境内
105032947,"392721231917","20308792",2024-03-31 04:57:43,"7069",辽宁,销售订单,390.00,,0.00,海南岛外,线上,境外
105040948,"240331190701020097109648","31171908",2024-03-31 11:08:54,"5234D",黑龙江,销售订单,407.55,6.00,0.00,海南岛外,线下,境内
105044020,"240331195301240041024746","10406054",2024-03-31 12:25:59,"5234D",黑龙江,销售订单,624.00,6.00,0.00,海南岛外,线下,境内
105044276,"240331202501240041024747","10406054",2024-03-31 12:26:34,"5234D",黑龙江,销售订单,332.16,3.00,0.00,海南岛外,线下,境内
105286888,LF1297869716219495802,"33385349",2024-03-31 08:37:53,"5234B",浙江,销售订单,1073.50,,34.00,海南岛外,线上,境内
105292008,LF1297929846264956282,"11498506",2024-03-31 09:37:42,"5234B",浙江,销售订单,639.90,,618.00,海南岛外,线上,境内
105293544,"240331175301020097109601","11498506",2024-03-31 09:54:59,"5234D",黑龙江,销售订单,2380.70,36.00,0.00,海南岛外,线下,境内
105293800,"240331180100160012880136","11498506",2024-03-31 10:02:30,"5234C",陕西,销售订单,679.25,10.00,0.00,海南岛外,线下,境内
105294312,"240331180101070015963845","11498506",2024-03-31 10:06:07,"5234D",黑龙江,销售订单,6079.82,91.00,0.00,海南岛外,线下,境内
105294568,"240331180801070016354217","11498506",2024-03-31 10:09:29,"5234D",黑龙江,销售订单,356.25,5.00,0.00,海南岛外,线下,境内
105294824,"240331181200950041468522","11498506",2024-03-31 10:13:16,"5234D",黑龙江,销售订单,753.35,11.00,0.00,海南岛外,线下,境内
105295080,"240331181600160013352493","11498506",2024-03-31 10:18:48,"5234C",陕西,销售订单,734.54,11.00,0.00,海南岛外,线下,境内
105295592,"240331182301020097296784","11498506",2024-03-31 10:28:05,"5234D",黑龙江,销售订单,369.55,6.00,0.00,海南岛外,线下,境内
105295848,"240331183301260030432851","11498506",2024-03-31 10:34:08,"5234D",黑龙江,销售订单,302.10,5.00,0.00,海南岛外,线下,境内
105296360,"240331184601260030270545","11498506",2024-03-31 10:47:54,"5234D",黑龙江,销售订单,151.05,2.00,0.00,海南岛外,线下,境内
105296616,"240331184701020097296797","11498506",2024-03-31 10:50:21,"5234D",黑龙江,销售订单,7595.56,114.00,0.00,海南岛外,线下,境内
105296872,"240331184901240029844961","11498506",2024-03-31 10:51:48,"5234D",黑龙江,销售订单,1207.45,18.00,0.00,海南岛外,线下,境内
105297384,"240331185201390036921586","11498506",2024-03-31 10:54:08,"5234D",黑龙江,销售订单,1273.29,19.00,0.00,海南岛外,线下,境内
105297896,"240331185701240034847788","11498506",2024-03-31 10:58:02,"5234D",黑龙江,销售订单,302.10,5.00,0.00,海南岛外,线下,境内
105298152,"240331185701020061159864","12228829",2024-03-31 10:58:08,"5234D",黑龙江,销售订单,428.16,4.00,0.00,海南岛外,线下,境内
105298408,"240331185800960042073539","11498506",2024-03-31 11:00:59,"5234D",黑龙江,销售订单,524.40,8.00,0.00,海南岛外,线下,境内
105301992,"240331201901230030019934","11498506",2024-03-31 12:21:47,"5234D",黑龙江,销售订单,4011.66,60.00,0.00,海南岛外,线下,境内
105303272,"240331203200160012978165","11498506",2024-03-31 12:34:19,"5234C",陕西,销售订单,2455.66,37.00,0.00,海南岛外,线下,境内
105304296,"240331205101230030019946","11498506",2024-03-31 12:52:54,"5234D",黑龙江,销售订单,302.10,5.00,0.00,海南岛外,线下,境内
105304552,"240331205201230017954061","11498506",2024-03-31 12:54:15,"5234D",黑龙江,销售订单,302.10,5.00,0.00,海南岛外,线下,境内
105304808,"240331210301020097296822","11498506",2024-03-31 13:04:26,"5234D",黑龙江,销售订单,244.15,4.00,0.00,海南岛外,线下,境内
105305576,"240331211001390035168290","11498506",2024-03-31 13:11:02,"5234D",黑龙江,销售订单,164.35,2.00,0.00,海南岛外,线下,境内
105306344,"240331211101270030924474","11498506",2024-03-31 13:12:04,"5234D",黑龙江,销售订单,986.10,15.00,0.00,海南岛外,线下,境内
105306600,"240331211201270030685979","11498506",2024-03-31 13:12:47,"5234D",黑龙江,销售订单,657.40,10.00,0.00,海南岛外,线下,境内
105307112,"240331211201270030765443","11498506",2024-03-31 13:13:24,"5234D",黑龙江,销售订单,1896.11,28.00,0.00,海南岛外,线下,境内
105307368,"240331211901240034847804","11498506",2024-03-31 13:20:41,"5234D",黑龙江,销售订单,266.76,4.00,0.00,海南岛外,线下,境内
105309672,"240331214701240034847813","11498506",2024-03-31 13:50:41,"5234D",黑龙江,销售订单,480.70,7.00,0.00,海南岛外,线下,境内
105310696,"240331215001230030019949","11498506",2024-03-31 13:54:42,"5234D",黑龙江,销售订单,267.90,4.00,0.00,海南岛外,线下,境内
105310952,"240331215401230030019950","11498506",2024-03-31 13:57:10,"5234D",黑龙江,销售订单,5812.29,87.00,0.00,海南岛外,线下,境内
105311464,"240331220200160012978182","11498506",2024-03-31 14:03:52,"5234C",陕西,销售订单,360.05,5.00,0.00,海南岛外,线下,境内
105311976,"240331221401270030765462","11498506",2024-03-31 14:15:07,"5234D",黑龙江,销售订单,766.65,11.00,0.00,海南岛外,线下,境内
105313256,"240331222601020097109696","11498506",2024-03-31 14:27:19,"5234D",黑龙江,销售订单,3659.40,55.00,0.00,海南岛外,线下,境内
105313512,"240331223101020097109699","11498506",2024-03-31 14:32:16,"5234D",黑龙江,销售订单,351.50,5.00,0.00,海南岛外,线下,境内
105314280,LF1298230023878168382,"12160079",2024-03-31 14:35:48,"5234B",浙江,销售订单,1829.80,,0.00,海南岛外,线上,境内
105314536,"240331223601020097109702","11498506",2024-03-31 14:36:40,"5234D",黑龙江,销售订单,902.50,14.00,0.00,海南岛外,线下,境内
105315560,"240331225301390037295550","11780436",2024-03-31 14:54:57,"5234D",黑龙江,销售订单,1027.20,10.00,0.00,海南岛外,线下,境内
105316584,"240331225901240029844991","11498506",2024-03-31 15:01:43,"5234D",黑龙江,销售订单,1662.50,25.00,0.00,海南岛外,线下,境内
105316840,"240331230101390036921628","11780436",2024-03-31 15:02:15,"5234D",黑龙江,销售订单,198.72,2.00,14.00,海南岛外,线下,境内
105382709,"240331054200960042441434","4356159",2024-03-30 21:44:30,"5234D",黑龙江,销售订单,3938.13,59.00,0.00,海南岛外,线下,境内
105382965,"240331054400960042441435","4356159",2024-03-30 21:46:16,"5234D",黑龙江,销售订单,3938.13,59.00,0.00,海南岛外,线下,境内
105413845,"240331054801230017953942","2751479",2024-03-30 21:49:22,"5234D",黑龙江,销售订单,637.45,10.00,0.00,海南岛外,线下,境内
105423061,"240331103401070016641972","2751479",2024-03-31 02:38:34,"5234D",黑龙江,销售订单,6744.59,101.00,0.00,海南岛外,线下,境内
105431080,"240331072601390035168119","4449250",2024-03-30 23:29:56,"5234D",黑龙江,销售订单,6335.55,95.00,0.00,海南岛外,线下,境内
105431592,"240331073001390035168121","4449250",2024-03-30 23:36:46,"5234D",黑龙江,销售订单,8895.42,133.00,0.00,海南岛外,线下,境内
105432789,"240331115701390035168185","2751479",2024-03-31 03:58:32,"5234D",黑龙江,销售订单,209.00,3.00,0.00,海南岛外,线下,境内
105435944,LF1297418919639863102,"26695226",2024-03-31 01:10:02,"5234B",浙江,销售订单,427.80,,0.00,海南岛外,线上,境内
105448488,LF1297603034989285092,"26695226",2024-03-31 04:12:57,"5234B",浙江,销售订单,311.40,,18.00,海南岛外,线上,境内
105451144,"392686238163","20295899",2024-03-31 02:04:57,"7069",辽宁,销售订单,328.00,,3.00,海南岛外,线上,境外
105464021,"240331185701240034847789","10835451",2024-03-31 12:16:13,"5234D",黑龙江,销售订单,2911.88,29.00,0.00,海南岛外,线下,境内
105464277,"240331201601240034847790","10835451",2024-03-31 12:17:47,"5234D",黑龙江,销售订单,1377.60,14.00,0.00,海南岛外,线下,境内
105469141,LF1298167859595267812,"10556095",2024-03-31 13:34:13,"5234B",浙江,销售订单,119.70,,0.00,海南岛外,线上,境内
105469397,LF1298167859595267813,"10556095",2024-03-31 13:34:13,"3508",四川,销售订单,246.05,,0.00,海南岛外,线上,境内
105477333,LF1298304449789382462,"10419574",2024-03-31 15:49:45,"5234B",浙江,销售订单,174.00,,0.00,海南岛外,线上,境内
105480744,LF1297984265849491172,"26695226",2024-03-31 10:31:40,"5234B",浙江,销售订单,261.90,,18.00,海南岛外,线上,境内
105483560,LF1298028126692970283,"12273599",2024-03-31 11:15:35,"3508",四川,销售订单,180.50,,0.00,海南岛外,线上,境内
105483816,LF1298028126692970282,"12273599",2024-03-31 11:15:35,"5234B",浙江,销售订单,621.00,,0.00,海南岛外,线上,境内
105485352,"392752227284","4812063",2024-03-31 11:45:01,"7069",辽宁,销售订单,4365.00,,0.00,海南岛外,线上,境外
105493800,LF1298300264545079012,"4812063",2024-03-31 15:45:36,"5234B",浙江,销售订单,524.35,,0.00,海南岛外,线上,境内
105494056,"392795368196","20374846",2024-03-31 15:56:10,"7069",辽宁,销售订单,204.00,,5.00,海南岛外,线上,境外
105732725,S32001404240300520,"33763290",2024-03-31 04:00:33,"3507",四川,销售订单,223758.00,3265.00,6087.00,海南岛外,线下,境内
105734261,S32001404240300522,"33763290",2024-03-31 04:12:49,"3507",四川,销售订单,212567.10,3097.00,6087.00,海南岛外,线下,境内
105736565,S32001404240300523,"33763290",2024-03-31 04:28:31,"3507",四川,销售订单,58413.60,830.00,3097.00,海南岛外,线下,境内
105843816,"3026240331143755437","12265118",2024-03-31 06:38:06,"6922",深圳,销售订单,119.00,1.00,0.00,海南岛内,线下,境内
105871720,LF1298182643678007012,"11230689",2024-03-31 13:49:43,"5234B",浙江,销售订单,825.55,,10.00,海南岛外,线上,境内
106089204,"240331105101070017050745","7567267",2024-03-31 02:52:42,"5234D",黑龙江,销售订单,289.75,4.00,0.00,海南岛外,线下,境内
106090740,"240331105901390036921455","7567267",2024-03-31 03:01:43,"5234D",黑龙江,销售订单,902.50,14.00,0.00,海南岛外,线下,境内
106092276,"240331110901390011644598","7567267",2024-03-31 03:15:09,"5234D",黑龙江,销售订单,20865.38,313.00,0.00,海南岛外,线下,境内
106093044,"240331113401070017171056","7567267",2024-03-31 03:35:27,"5234D",黑龙江,销售订单,722.00,11.00,0.00,海南岛外,线下,境内
106095604,"240331115701390035780885","7567267",2024-03-31 03:58:40,"5234D",黑龙江,销售订单,2400.65,36.00,0.00,海南岛外,线下,境内
106095860,"240331115901390035168187","7567267",2024-03-31 04:00:04,"5234D",黑龙江,销售订单,178.60,3.00,0.00,海南岛外,线下,境内
106099444,"240331122801390035205845","7567267",2024-03-31 04:28:41,"5234D",黑龙江,销售订单,630.80,9.00,0.00,海南岛外,线下,境内
106099956,"240331123301390035205848","7567267",2024-03-31 04:34:47,"5234D",黑龙江,销售订单,185.25,3.00,0.00,海南岛外,线下,境内
106100212,"240331123501390035205850","7567267",2024-03-31 04:35:45,"5234D",黑龙江,销售订单,540.55,8.00,0.00,海南岛外,线下,境内
106100724,"240331123801350020638055","7567267",2024-03-31 04:41:05,"5234D",黑龙江,销售订单,1655.00,25.00,0.00,海南岛外,线下,境内
106105076,"240331133401070016543848","7567267",2024-03-31 05:35:50,"5234D",黑龙江,销售订单,406.60,6.00,0.00,海南岛外,线下,境内
106107892,"240331141001230017953985","7567267",2024-03-31 06:11:33,"5234D",黑龙江,销售订单,2406.35,36.00,0.00,海南岛外,线下,境内
106108916,"240331141301230017953988","7567267",2024-03-31 06:15:07,"5234D",黑龙江,销售订单,1925.84,29.00,0.00,海南岛外,线下,境内
106110196,"240331143400960041874907","7567267",2024-03-31 06:35:50,"5234D",黑龙江,销售订单,1544.70,23.00,0.00,海南岛外,线下,境内
106110708,"240331143501260030270477","7567267",2024-03-31 06:36:27,"5234D",黑龙江,销售订单,77.90,1.00,0.00,海南岛外,线下,境内
106111476,"240331143901260030432777","7567267",2024-03-31 06:40:02,"5234D",黑龙江,销售订单,155.80,2.00,0.00,海南岛外,线下,境内
106111988,"240331144001390035205900","7567267",2024-03-31 06:43:41,"5234D",黑龙江,销售订单,3494.05,52.00,0.00,海南岛外,线下,境内
106112500,"240331144301390035205901","7567267",2024-03-31 06:46:30,"5234D",黑龙江,销售订单,1883.28,28.00,0.00,海南岛外,线下,境内
106116596,"240331151901020097023826","7567267",2024-03-31 07:20:41,"5234D",黑龙江,销售订单,791.35,12.00,0.00,海南岛外,线下,境内
106117108,"240331151701350022120654","7567267",2024-03-31 07:21:08,"5234D",黑龙江,销售订单,883.50,13.00,0.00,海南岛外,线下,境内
106117364,"240331152101350022120655","7567267",2024-03-31 07:22:04,"5234D",黑龙江,销售订单,450.30,7.00,0.00,海南岛外,线下,境内
106117876,"240331152401240041024702","7567267",2024-03-31 07:25:17,"5234D",黑龙江,销售订单,4316.90,65.00,0.00,海南岛外,线下,境内
106118132,"240331152501240041024703","7567267",2024-03-31 07:26:15,"5234D",黑龙江,销售订单,161.50,2.00,0.00,海南岛外,线下,境内
106118644,"240331152601270030765254","7567267",2024-03-31 07:26:42,"5234D",黑龙江,销售订单,393.30,6.00,0.00,海南岛外,线下,境内
106118900,"240331152601350028705537","7567267",2024-03-31 07:27:19,"5234D",黑龙江,销售订单,151.05,2.00,0.00,海南岛外,线下,境内
106119668,"240331152801350022120658","7567267",2024-03-31 07:29:33,"5234D",黑龙江,销售订单,270.75,4.00,0.00,海南岛外,线下,境内
106122484,"240331155101020097109528","7567267",2024-03-31 07:51:34,"5234D",黑龙江,销售订单,979.45,15.00,0.00,海南岛外,线下,境内
106122740,"240331155301260030432804","7567267",2024-03-31 07:54:20,"5234D",黑龙江,销售订单,290.70,4.00,0.00,海南岛外,线下,境内
106123252,"240331155501390037295519","7567267",2024-03-31 07:55:47,"5234D",黑龙江,销售订单,795.15,12.00,0.00,海南岛外,线下,境内
106123764,"240331155601240029844934","7567267",2024-03-31 07:59:18,"5234D",黑龙江,销售订单,572.85,9.00,0.00,海南岛外,线下,境内
106124532,"240331160501020097109540","7567267",2024-03-31 08:06:33,"5234D",黑龙江,销售订单,3449.67,52.00,0.00,海南岛外,线下,境内
106125300,"240331162100950041785769","7567267",2024-03-31 08:22:47,"5234D",黑龙江,销售订单,1004.15,15.00,0.00,海南岛外,线下,境内
106126068,"240331163401260030270525","7567267",2024-03-31 08:35:57,"5234D",黑龙江,销售订单,657.40,10.00,0.00,海南岛外,线下,境内
106126580,"240331164201260030432813","7567267",2024-03-31 08:43:34,"5234D",黑龙江,销售订单,302.10,5.00,0.00,海南岛外,线下,境内
106126836,"240331164801070015963814","7567267",2024-03-31 08:50:03,"5234D",黑龙江,销售订单,887.30,13.00,0.00,海南岛外,线下,境内
106128116,"240331165901350022120679","7567267",2024-03-31 09:00:45,"5234D",黑龙江,销售订单,1111.50,17.00,0.00,海南岛外,线下,境内
106128884,"240331171101070015963824","7567267",2024-03-31 09:15:09,"5234D",黑龙江,销售订单,244.15,4.00,0.00,海南岛外,线下,境内
106129140,"240331171800950041674885","7567267",2024-03-31 09:19:53,"5234D",黑龙江,销售订单,415.06,6.00,0.00,海南岛外,线下,境内
106129396,"240331171600160013462568","7567267",2024-03-31 09:20:20,"5234C",陕西,销售订单,657.40,10.00,0.00,海南岛外,线下,境内
106130164,"240331172701390036114480","4008228",2024-03-31 09:28:23,"5234D",黑龙江,销售订单,493.05,7.00,0.00,海南岛外,线下,境内
106131700,"240331173901390036114488","4008228",2024-03-31 09:40:29,"5234D",黑龙江,销售订单,361.00,5.00,0.00,海南岛外,线下,境内
106132724,"240331174101390036921554","4008228",2024-03-31 09:46:46,"5234D",黑龙江,销售订单,8579.07,129.00,0.00,海南岛外,线下,境内
106133492,"240331175601240034847783","11989075",2024-03-31 09:58:07,"5234D",黑龙江,销售订单,717.12,7.00,0.00,海南岛外,线下,境内
106376949,"240331221501020097296846","10468172",2024-03-31 14:16:38,"5234D",黑龙江,销售订单,756.48,8.00,0.00,海南岛外,线下,境内
107003655,LF1296953398872301722,"2606551",2024-03-30 17:31:10,"5234B",浙江,销售订单,3504.81,,318.00,海南岛外,线上,境内
